Class_10.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
NumberFormat,java.text.NumberFormat,java.text.NumberFormat,1,-,-,0,1
Locale,java.util.Locale,java.util.Locale,1,java.util.Locale,java.util.Locale,1,1
dl_correct:2,dl_accuracy:1.0,,rule_correct:1,rule_checked:1,rule_accuracy:1.0,rule_recall:0.5
checked:2,total correct:2,total accuracy:1.0

Class_11.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
File,java.io.File,java.io.File,1,java.io.File,java.io.File,1,1
File,java.io.File,java.io.File,1,java.io.File,java.io.File,1,1
FileWriter,java.io.FileWriter,java.io.FileWriter,1,java.io.FileWriter,java.io.FileWriter,1,1
FileWriter,java.io.FileWriter,java.io.FileWriter,1,java.io.FileWriter,java.io.FileWriter,1,1
BufferedWriter,java.io.BufferedWriter,java.io.BufferedWriter,1,java.io.BufferedWriter,java.io.BufferedWriter,1,1
BufferedWriter,java.io.BufferedWriter,java.io.BufferedWriter,1,java.io.BufferedWriter,java.io.BufferedWriter,1,1
JFileChooser,javax.swing.JFileChooser,javax.swing.JFileChooser,1,javax.swing.JFileChooser,javax.swing.JFileChooser,1,1
new JFileChooser(),javax.swing.JFileChooser,javax.swing.JFileChooser,1,javax.swing.JFileChooser,javax.swing.JFileChooser,1,1
dl_correct:8,dl_accuracy:1.0,,rule_correct:8,rule_checked:8,rule_accuracy:1.0,rule_recall:1.0
checked:8,total correct:8,total accuracy:1.0

Class_12.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Calendar,java.util.Calendar,java.util.Calendar,1,java.util.Calendar,java.util.Calendar,1,1
Date,java.util.Date,java.util.Date,1,java.util.Date,java.util.Date,1,1
SimpleDateFormat,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,java.text.SimpleDateFormat,java.text.SimpleDateFormat,1,1
GregorianCalendar,java.util.GregorianCalendar,java.util.GregorianCalendar,1,java.util.GregorianCalendar,java.util.GregorianCalendar,1,1
ParseException,java.text.ParseException,java.text.ParseException,1,java.text.ParseException,java.text.ParseException,1,1
ParseException,java.text.ParseException,java.text.ParseException,1,java.text.ParseException,java.text.ParseException,1,1
DateFormat,java.text.DateFormat,java.text.DateFormat,1,java.text.DateFormat,java.text.DateFormat,1,1
dl_correct:7,dl_accuracy:1.0,,rule_correct:7,rule_checked:7,rule_accuracy:1.0,rule_recall:1.0
checked:7,total correct:7,total accuracy:1.0

Class_13.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
JFrame,javax.swing.JFrame,javax.swing.JFrame,1,javax.swing.JFrame,javax.swing.JFrame,1,1
JFrame,javax.swing.JFrame,javax.swing.JFrame,1,javax.swing.JFrame,javax.swing.JFrame,1,1
JTextArea,javax.swing.JTextArea,javax.swing.JTextArea,1,javax.swing.JTextArea,javax.swing.JTextArea,1,1
SwingUtilities,javax.swing.SwingUtilities,javax.swing.SwingUtilities,1,javax.swing.SwingUtilities,javax.swing.SwingUtilities,1,1
